,名称,导演,演员,评分,年份,类型,电影时长,评价人数,语言,地区,演员颜值
0,绝地战警2,迈克尔·贝,"['马丁·劳伦斯', '威尔·史密斯', '詹迪·莫拉', '加布里埃尔·尤尼恩', '彼得·斯特曼']",7.5,['2003'],"['喜剧', '动作', '犯罪']",147,26476,英语, 美国,46.96
1,失忆界女王,马楚成,"['古天乐', '应采儿', '刘以达', '刘蓓', '邵小珊']",6.2,['2003'],"['喜剧', '爱情']",97,27265,汉语普通话, 中国大陆,61.59
2,安娜·卡列尼娜,伯纳德·罗斯,"['苏菲·玛索', '肖恩·宾', '阿尔弗雷德·莫里纳', '米娅·科施娜', '詹姆斯·福克斯']",7.4,['1997'],"['剧情', '爱情']",108,27615,英语, 美国,51.126666666666665
3,偷听女人心,南希·迈耶斯,"['梅尔·吉布森', '海伦·亨特', '玛丽莎·托梅', '阿伦·阿尔达', '艾什莉·约翰逊']",7.0,['2000'],"['喜剧', '爱情', '奇幻']",127,30503,英语, 美国,70.23666666666666
4,魔幻厨房,李志毅,"['郑秀文', '言承旭', '刘德华', '李美琪', '张燊悦']",5.6,['2004'],"['喜剧', '爱情']",105,26482,粤语, 中国香港,49.04
5,大话天仙,刘镇伟,"['孙俪', '郑中基', '郑伊健', '方力申', '郭德纲']",3.2,['2014'],"['喜剧', '奇幻', '古装']",91,27745,汉语普通话, 中国大陆,62.27333333333333
6,青春爱欲吻,顾伦德·查达哈,"['乔治娅·格洛梅', '亚伦·泰勒-约翰逊', '埃莉诺·汤姆林森', '西恩·博克', '托米·巴斯托']",7.1,['2008'],"['剧情', '喜剧']",100,33331,英语, 美国,72.43666666666667
7,惊声尖笑2,基伦·埃弗瑞·韦恩斯,"['安娜·法瑞丝', '马龙·韦恩斯', 'Antony Acker', 'Mark Barrett', 'Richard Bellos']",6.7,['2001'],['喜剧'],83,27715,英语, 美国,48.080000000000005
8,李献计历险记,郭帆,"['房祖名', '王子文', '姜武', '姚橹', '范明']",6.4,['2011'],"['爱情', '奇幻', '冒险']",90,32939,汉语普通话, 中国大陆,65.15333333333332
9,猫头鹰王国：守卫者传奇,扎克·施奈德,"['吉姆·斯特吉斯', '雨果·维文', '艾米莉·德瑞文', '瑞恩·柯万腾', '海伦·米伦']",7.4,['2010'],"['动作', '动画', '奇幻', '冒险']",97,32777,英语, 美国,71.24
10,老师的恩惠,林大雄,"['徐英姬', '吴美熙', '吕贤洙', '朴孝俊', '张诚源']",6.8,['2006'],"['悬疑', '惊悚', '恐怖']",93,32455,韩语, 韩国,71.12
11,夜·上海,张一白,"['赵薇', '本木雅弘', '郭品超', '塚本高史', '西田尚美']",6.6,['2007'],"['剧情', '爱情']",110,29173,粤语, 中国大陆,56.32333333333333
12,欲盖弄潮,乔纳·马科维茨,"['特莱沃·怀特', '布莱德·罗', '蒂娜·霍尔姆斯', '凯蒂·瓦德尔', '马特·布谢尔']",8.0,['2007'],"['剧情', '爱情', '同性', '运动']",97,35457,英语, 美国,61.583333333333336
13,绝美之城,保罗·索伦蒂诺,"['托尼·塞尔维洛', '卡洛·维尔多内', '萨布丽娜·费里利', '卡洛·布奇罗索', '雅雅·芙尔特']",8.2,['2013'],['剧情'],141,33815,意大利语, 意大利,51.22666666666667
14,幻体：续命游戏,塔西姆·辛,"['瑞恩·雷诺兹', '本·金斯利', '马修·古迪', '娜塔丽·马丁内斯', '米歇尔·道克瑞']",6.4,['2015'],"['科幻', '悬疑', '惊悚']",117,29705,英语, 美国,62.19333333333333
15,第七子：降魔之战,谢尔盖·波德罗夫,"['杰夫·布里吉斯', '本·巴恩斯', '朱丽安·摩尔', '基特·哈灵顿', '艾丽西亚·维坎德']",5.0,['2014'],"['奇幻', '冒险']",103,27534,英语, 英国,57.44999999999999
16,座头市,北野武,"['北野武', '浅野忠信', '大楠道代', '夏川结衣', '岸部一德']",8.0,['2003'],"['剧情', '喜剧', '动作', '音乐', '犯罪']",116,32091,日语, 日本,22.810000000000002
17,追梦赤子心,大卫·安斯鲍夫,"['西恩·奥斯汀', '乔恩·费儒', '尼德·巴蒂', '查尔斯·达顿', '莉莉·泰勒']",8.8,['1993'],"['剧情', '传记', '运动']",114,34383,英语, 美国,55.01
18,摔角王,达伦·阿伦诺夫斯基,"['米基·洛克', '玛丽莎·托梅', '埃文·蕾切尔·伍德', '马克·马戈利斯', '托德·巴里']",8.3,['2008'],"['剧情', '运动']",109,36292,英语, 美国,63.84
19,猎杀U-571,乔纳森·莫斯托,"['马修·麦康纳', '比尔·帕克斯顿', '哈威·凯特尔', '托马斯·克莱舒曼', '乔恩·邦·乔维']",8.0,['2000'],"['剧情', '动作', '战争']",116,31970,英语, 美国,52.656666666666666
20,离开雷锋的日子,雷献禾,"['刘佩琦', '宋春丽', '吴军', '徐佳宁', '王学圻']",7.2,['1996'],"['剧情', '传记']",100,26016,汉语普通话, 中国大陆,43.300000000000004
21,大奥,金子文纪,"['二宫和也', '柴崎幸', '大仓忠义', '堀北真希', '玉木宏']",7.1,['2010'],"['剧情', '同性']",116,34770,日语, 日本,58.06
22,奇谋妙计五福星,洪金宝,"['洪金宝', '吴耀汉', '冯淬帆', '岑建勋', '秦祥林']",7.7,['1983'],"['喜剧', '动作', '犯罪']",108,23102,粤语, 中国香港,35.96
23,传染病,史蒂文·索德伯格,"['玛丽昂·歌迪亚', '马特·达蒙', '劳伦斯·菲什伯恩', '裘德·洛', '格温妮斯·帕特洛']",6.4,['2011'],"['剧情', '科幻', '惊悚', '灾难']",106,34844,英语, 美国,51.86000000000001
24,迫降航班,罗伯特·泽米吉斯,"['丹泽尔·华盛顿', '詹姆斯·戴尔', '约翰·古德曼', '唐·钱德尔', '凯利·蕾莉']",7.3,['2012'],"['剧情', '灾难']",138,33287,英语, 美国,59.21666666666666
25,葫芦兄弟,胡进庆,"['豆豆', '小荷', '金炜', '沈墨', '画神闲']",8.0,['2008'],['动画'],83,12094,汉语普通话, 中国大陆,45.94666666666666
26,恋恋书中人,乔纳森·戴顿,"['保罗·达诺', '佐伊·卡赞', '安妮特·贝宁', '克里斯·梅西纳', '安东尼奥·班德拉斯']",7.5,['2012'],"['喜剧', '爱情', '奇幻']",104,34998,英语, 美国,45.35333333333333
27,狂暴飞车,帕特里克·卢西尔,"['尼古拉斯·凯奇', '艾梅柏·希尔德', '凯蒂·米克松', '比利·伯克', '威廉·菲克纳']",5.8,['2011'],"['动作', '惊悚', '犯罪', '奇幻']",104,27669,英语, 美国,69.11666666666666
28,喊·山,杨子,"['郎月婷', '王紫逸', '成泰燊', '余皑磊', '郭金']",7.9,['2015'],"['剧情', '爱情', '犯罪']",111,31039,汉语普通话, 中国大陆,60.06
29,求爱上上签,王晶,"['刘嘉玲', '张柏芝', '朱茵', '蒙嘉慧', '梁家辉']",5.8,['2004'],"['喜剧', '爱情']",101,26389,粤语, 中国香港,44.98
30,我爱你,张元,"['徐静蕾', '佟大为', '王学兵', '杜澎', '潘星谊']",7.1,['2003'],['爱情'],97,27797,汉语普通话, 中国大陆,61.54666666666666
31,友情以上,查亚诺普·布恩帕拉科布,"['平采娜·乐维瑟派布恩', '奈哈·西贡索邦', '杰森·杨', '纳塔西特·科蒂马努瓦尼', '本杰明·约瑟夫·瓦尼']",6.3,['2019'],"['喜剧', '爱情']",120,35511,泰语, 泰国,70.63666666666667
32,进击的巨人真人版：前篇,樋口真嗣,"['三浦春马', '长谷川博己', '水原希子', '本乡奏多', '三浦贵大']",5.0,['2015'],"['动作', '科幻', '惊悚']",98,34310,日语, 日本,67.51
33,惊声尖笑4,大卫·扎克,"['安娜·法瑞丝', '雷吉娜·赫尔', '克雷格·比尔克', '比尔·普尔曼', '安东尼·安德森']",6.7,['2006'],['喜剧'],83,27335,英语, 美国,53.75666666666667
34,特警判官,皮特·特拉维斯,"['卡尔·厄本', '奥莉薇·瑟尔比', '琳娜·海蒂', '道比·欧帕瑞', '兰利·柯克伍德']",6.4,['2012'],"['动作', '科幻', '惊悚', '犯罪']",90,28920,英语, 英国,54.083333333333336
35,性、谎言和录像带,史蒂文·索德伯格,"['安迪·麦克道威尔', '詹姆斯·斯派德', '彼得·盖勒', '劳拉·圣吉亚科莫']",7.7,['1989'],['剧情'],100,30506,英语, 美国,56.403333333333336
36,蝙蝠侠与罗宾,乔·舒马赫,"['阿诺·施瓦辛格', '乔治·克鲁尼', '克里斯·奥唐纳', '乌玛·瑟曼', '艾丽西亚·希尔维斯通']",6.0,['1997'],"['动作', '科幻']",125,25251,英语, 美国,60.52
37,女男变错身,尼克·赫伦,"['萨米拉·阿姆斯特朗', '凯文·席格斯', '埃米丽·汉普希尔', '珊农·奥斯博内', '布鲁克·朵赛']",6.9,['2006'],"['喜剧', '爱情']",95,31835,英语, 美国,69.99666666666667
38,破绽,格里高利·霍布里特,"['安东尼·霍普金斯', '瑞恩·高斯林', '大卫·斯特雷泽恩', '裴淳华', '艾伯丝·戴维兹']",7.3,['2007'],"['剧情', '悬疑', '惊悚', '犯罪']",113,33918,英语, 美国,46.96333333333333
39,天佑鲍比,拉塞尔·穆卡希,"['西格妮·韦弗', '亨利·科泽尼', '瑞恩·凯利', '奥斯汀·尼可斯', '卡莉·许洛德']",8.9,['2009'],"['剧情', '同性', '传记']",90,36684,英语, 美国,51.01
40,一本漫画闯天涯,梁家仁,"['周星驰', '林俊贤', '柏安妮', '成奎安', '梁家仁']",6.6,['1990'],"['剧情', '喜剧', '动作']",93,21675,粤语, 中国香港,50.02
41,死亡实验,Paul Scheuring,"['艾德里安·布洛迪', '福里斯特·惠特克', '凯姆·吉甘戴', '费舍·史蒂芬斯', '玛姬·格蕾斯']",7.3,['2010'],"['剧情', '惊悚']",96,32921,英语, 美国,44.36333333333334
42,神探夏洛克(试播集),科奇·吉尔佐,"['本尼迪克特·康伯巴奇', '马丁·弗瑞曼', '鲁珀特·格雷夫斯']",8.9,['2010'],"['剧情', '悬疑', '犯罪']",55,21714,英语, 英国,60.44666666666666
43,刮痧,郑晓龙,"['梁家辉', '蒋雯丽', '朱旭', '霍利斯·休斯敦', '塔玛拉·特恩特']",7.5,['2001'],"['剧情', '家庭']",100,28470,英语, 中国大陆,53.06999999999999
44,熊出没·原始时代,丁亮,"['张伟', '张秉君', '谭笑', '宋祖儿', '刘思奇']",6.7,['2019'],"['喜剧', '动画', '冒险']",88,15867,汉语普通话, 中国大陆,45.04
45,巴黎圣母院,让·德拉努瓦,"['吉娜·罗洛布里吉达', '安东尼·奎恩', '让·达奈', '阿兰·居尼', '罗伯特·赫希']",8.0,['1956'],"['剧情', '历史']",115,24351,法语, 意大利,66.93666666666667
46,雾都孤儿,罗曼·波兰斯基,"['巴内·克拉克', '本·金斯利', 'Mark Strong', '艾伦·阿姆斯特朗', '哈利·艾登']",7.9,['2005'],"['剧情', '家庭']",130,28079,英语, 英国,57.086666666666666
47,阿拉伯的劳伦斯,大卫·里恩,"['彼得·奥图尔', '亚历克·吉尼斯', '安东尼·奎恩', '杰克·霍金斯', '奥马尔·沙里夫']",8.7,['1962'],"['剧情', '传记', '冒险']",216,31985,英语, 英国,63.21
48,通灵神探,阿方索·博亚尔特,"['安东尼·霍普金斯', '科林·法瑞尔', '杰弗里·迪恩·摩根', '艾比·考尼什', '玛丽·谢尔顿']",6.4,['2015'],"['科幻', '悬疑', '惊悚', '犯罪']",100,27906,英语, 美国,62.81999999999999
49,香港制造,陈果,"['李灿森', '严栩慈', '李栋全', '谭嘉荃', '林洁芳']",8.2,['1997'],"['剧情', '喜剧', '爱情', '犯罪']",108,31682,粤语, 中国香港,40.96
50,珍爱,李·丹尼尔斯,"['加布蕾·丝迪贝', '莫妮克', '宝拉·巴顿', '玛丽亚·凯莉', '蓝尼·克罗维兹']",8.1,['2009'],['剧情'],110,33356,英语, 美国,43.64333333333334
51,新步步惊心,宋迪,"['陈意涵', '窦骁', '杨祐宁', '宋伊人', '于波']",4.1,['2015'],"['爱情', '奇幻', '古装']",110,22705,汉语普通话, 中国大陆,62.669999999999995
52,回家的路,方银振,"['全度妍', '高修', '姜智宇']",8.5,['2013'],"['剧情', '家庭', '犯罪']",130,35030,韩语, 韩国,66.88
53,野战排,奥利佛·斯通,"['威廉·达福', '查理·辛', '汤姆·贝伦杰', '凯斯·大卫', '凯文·狄龙']",8.2,['1986'],"['剧情', '动作', '战争']",120,31692,英语, 美国,43.843333333333334
54,密战,钟少雄,"['郭富城', '赵丽颖', '张翰', '任达华', '张蓝心']",4.3,['2017'],"['剧情', '动作', '战争']",100,24364,汉语普通话, 中国大陆,81.11333333333333
55,童年往事,侯孝贤,"['游安顺', '田丰', '梅芳', '唐如韫', '萧艾']",8.8,['1985'],"['剧情', '家庭', '传记']",137,32045,汉语普通话, 中国台湾,47.093333333333334
56,隔山有眼,亚历山大·阿嘉,"['亚伦·斯坦福', '凯瑟琳·奎南', '凡妮莎·肖', '艾米莉·德瑞文']",6.7,['2006'],"['惊悚', '恐怖']",107,31555,英语, 美国,67.53333333333335
57,斯诺登,奥利佛·斯通,"['约瑟夫·高登-莱维特', '谢琳·伍德蕾', '梅丽莎·里奥', '扎克瑞·昆图', '汤姆·威尔金森']",7.6,['2016'],"['剧情', '惊悚', '传记']",134,33700,英语, 美国,62.76333333333333
58,喜福会,王颖,"['周采芹', '温明娜', '俞飞鸿', '邬君梅', '卢燕']",8.4,['1993'],"['剧情', '爱情']",139,33666,英语, 美国,42.846666666666664
59,六福喜事,谷德昭,"['黄百鸣', '曾志伟', '吴君如', '郑中基', '薛凯琪']",5.2,['2014'],"['喜剧', '爱情']",93,34045,汉语普通话, 中国大陆,45.11666666666667
60,林肯律师,布拉德·福尔曼,"['马修·麦康纳', '玛丽莎·托梅', '瑞恩·菲利普', '威廉姆·H·梅西', '约翰·雷吉扎莫']",7.8,['2011'],"['剧情', '惊悚', '犯罪']",118,34241,英语, 美国,69.0
